City,Point of Interest,Review,Adventure & Outdoors,Spiritual,Nature & Retreat,Isolated or Hippie,Heritage,Travel & Learn,Social Tourism (Volunteer & Travel),Nightlife & Events,Shopping,Compound score
Agra,Agra Fort,realli enjoy attract beauti view taj mahal guid advis similar red fort delhi agra definit worth visit status world heritag site warrant,0,0,1,0,1,0,0,0,0,0.8825000000000001
Rishikesh,Lakshman Jhula,long bridg ganga monkey handrail lot peopl cross side nice view ganga bis fish good hotel riversid,0,0,1,0,1,0,0,0,0,0.8453999999999999
Rishikesh,The Beatles Ashram,sooo cool walk around place beatl wrote famous infuenti white album histor moment music histori place fascin abandon ashram build complet overgrown perfect place horror movi haloween parti big hall gorgeous hippi walhalla wall pain amaz vibe go definit check out,0,1,1,0,0,0,0,0,0,0.5129
Rishikesh,Lakshman Jhula,nice place hand even nice cafe around pleasant shop store,0,0,1,0,1,0,0,0,0,0.9511000000000001
Agra,Agra Fort,hard believ place like use someon hous everywher look there new corner fort new turret jut window column ornament detail make place special walk ground easi imagin life like s,0,0,1,0,1,0,0,0,0,0.8714999999999999
Mussoorie,Lal Tibba,km far pictur place view point good cafe dont time skip this,0,0,1,0,0,0,0,0,0,0.7202
Agra,Agra Fort,realli great fort see enjoy time get insight peopl built taj mahal see fort hour well worth visit great view taj,0,0,1,0,1,0,0,0,0,0.96855
Agra,Mehtab Bagh,pay roepi walk poor kept park bare flower fenc everywher around archeolog work make difficult reach reason come magnific view taj mahal,0,0,1,0,1,0,0,0,0,0.30910000000000004
Agra,Agra Fort,agra fort awsm place place crowd place agra love place agra fort marvel place,0,0,1,0,1,0,0,0,0,0.8953
Mussoorie,Camel's Back Road,noth much dont go short time dont go self driven card realli narrow road,0,0,1,0,1,0,0,0,0,0.5
Agra,Tomb of Itimad-ud-Daulah,almost better taj surfac build close stun lucki ground almost empti place realli appreci ground build quiet interlud hustl bustl taj high recommend,0,0,1,0,1,0,0,0,0,0.8129
Agra,Agra Fort,mani fort world mani wall citi world stun exampl detail breathtak use water inspir piti dont use resourc skill today around world persian world roll moghul repel british came left remain artifact time worth it,0,0,1,0,1,0,0,0,0,0.61315
Agra,Agra Fort,place full histori wonder architectur great photo opportun american cowboy hat expect lot peopl ask selfi you,0,0,1,0,1,0,0,0,0,0.81245
Pushkar,Brahma Temple,noth massiv special templ even made templ brahma feel like lot graffiti wall,0,1,1,0,1,0,0,0,0,0.81845
Rishikesh,Kunjapuri Devi Temple,went mountain laxman jhula morn view sunris best sunris experi life trekk took hour beauti countrysid waterfal way,1,0,1,0,0,0,0,0,0,0.81845
Mussoorie,Lal Tibba,long walk upto point get fantast sunset wear comfort shoe walk effortless care monkey stop everi mts soak view,0,0,1,0,1,0,0,0,0,0.77115
Rishikesh,Lakshman Jhula,lakshman jhula suspens bridg built river gang interest walk share space pedestrian wheeler cow dog monkey car park jhula good walk pass small shop artefact curio,0,0,1,0,0,0,0,0,0,0.8982
Agra,Agra Fort,advis bother delhi red fort agra version much better quit correct advis agra often includ day trip delhi need visit train arriv wish avoid crowd complex magnific well worth world heritag site stamp piti visitor see fit pick piec inlay least keep local repair skill aliv demand,0,0,1,0,1,0,0,0,0,0.92595
Pushkar,Brahma Temple,pushkar lot atmospher includ lake templ mention review famous templ import pilgrimag centr hindus lake believ spot lotus flower thrown brahma creator hindu triniti land,0,1,1,0,1,0,0,0,0,0.5
Rishikesh,Triveni Ghat,realli love experi want see larger show sort aarti seen least music nice nice walk central market afterward,0,1,0,0,1,0,0,0,0,0.93895
Agra,Agra Fort,fort well maintain larg quit interest unfortun fog kept us view taj river bewar monkey,0,0,1,0,1,0,0,0,0,0.81245
Mussoorie,Tibetan Buddhist Temple,beauti done place ideal tourist attract well maintain beauti garden huge statu lord budha calm n seren,0,0,1,0,1,0,0,0,0,0.9455
Mussoorie,Kempty Falls,say mussoori guy pleas dont miss kms town,0,0,1,0,1,0,0,0,0,0.5569500000000001
Agra,Tomb of Itimad-ud-Daulah,known babi taj love place hard tourist set bank river park like set glorious watch hawk swoop mani chipmunk like tree rat,0,0,0,0,1,0,0,0,0,0.9593
Agra,Agra Fort,beauti taj mahal fort impress mani way palac insid beauti detail stone marbl work view back taj mahal clear day make visit worth look bit dirti run sinc first visit still much must see agra,0,0,1,0,1,0,0,0,0,0.8753
Agra,Agra Fort,shame govern wont clean graffiti chip paint run build pay dear dont bother instead suggest see taj leav expens town sad b c import histor sight block see marbl area much worth effort all,0,0,1,0,1,0,0,0,0,0.13155
Rishikesh,Ram Jhula,littl congest vehicular traffic peopl crush touch interest experi,0,0,1,0,1,0,0,0,0,0.67
Pushkar,Brahma Temple,relat smaller templ famous power templ dedic lord brahma earth reach templ around morn crowd thin broad stair led sanctum templ sanctum wide clear visibl outsid straight forward darshan idol lord brahma kept sanctum,0,1,1,0,1,0,0,0,0,0.7787
Agra,Agra Fort,fort construct mughul ruler fort consist mani place jahangir mahal enter place see bathtub gift man singh salim son akbar enter bath tub help stair place like bedroom dine room hawa mahal etc jahangir mahal apart import place fort diwani khas privat meet hall diwani aam public meet hall khas mahal bedroom king jahanara palac younger daughter shahjahan rasnara palac elder daughter shahjahan sheesh mahal cover colour glass recreat place place shahjahan kept prison son aurangzeb old age shahjahan use see taj mahal place help glass apart market area moghul time big garden roof fort white marbl stone black marbl stone white stone king use sit black stone birbal use sit precious protect provid mughal time prevent enemi attack part fort occupi militari common peopl cannot visit take guid roam freeli insid fort understand histori without problem guid charg agra fort fatehpur sikri littl expens fort remain close everi friday,0,0,1,0,1,0,0,0,0,0.95065
Agra,Agra Fort,impress fort india lot build interest side,0,0,1,0,1,0,0,0,0,0.8548
Agra,Jama Masjid (Agra),gem architectur great mughal dome zig zag pattern worth see,0,1,0,0,1,0,0,0,0,0.8592
Agra,Mehtab Bagh,place shahjahan build makbara replica tajmah black stone due aurangjeb could identifi place,0,0,1,0,1,0,0,0,0,0.5
Rishikesh,Lakshman Jhula,connect citi rishikesh river holier side rishikesh connect lifelin hang bridg ganga view river awe inpir,0,0,1,0,1,0,0,0,0,0.5
Agra,Agra Fort,enjoy walk around fort speak peopl fort huge amaz,0,0,1,0,1,0,0,0,0,0.83525
Agra,Tomb of Itimad-ud-Daulah,far taj mahal river red fort babi taj seren beauti build yes taj mahal impress mind much better miss build hvnt seen india,0,0,0,0,1,0,0,0,0,0.89225
Agra,Tomb of Itimad-ud-Daulah,excel monument mughal time doesnt get desir attent agra mighti presenc taj mahal worth visit monument construct rein jahang witti power wife noor e jahan monument show excel plan excel inlay work marbl laid foundat excel architectur work marbl mughal culmin form taj later,0,0,0,0,1,0,0,0,0,0.95845
Mussoorie,Kempty Falls,enjoy chill water fall bath well place good natur beauti place crowd even u come n take dip ici cold water trust insid u love it,1,0,1,0,0,0,0,0,0,0.9701500000000001
Agra,Agra Fort,enjoy walk around fort speak peopl fort huge amaz,0,0,1,0,1,0,0,0,0,0.83525
Agra,Agra Fort,beauti complex fort mani attract giant moat drawbridg easi miss marbl palac fine artwork there gigant bath lawn marvel walk back time though mani fine monument well care somehow still see plenti graffiti certain place sure would sadden emperor shah jehan overal must visit around taj mahal p avail help guid youll find visit meaning,0,0,1,0,1,0,0,0,0,0.9600500000000001
Mussoorie,Kempty Falls,locat km away mussoori much hype fall lost charm year ago trip mussoori incomplet without visit realli want enjoy beauti reach prepar shell extra money park mafia facil chang room rent bath costum,1,0,1,0,0,0,0,0,0,0.76945
Pushkar,Pushkar Lake,come year lake villag around still beauti sit mani ghat water dirti ghat dirti sinc walk barefoot would appreci clean,1,1,1,0,1,0,0,0,0,0.70095
Agra,Mehtab Bagh,mehtab bagh translat moonlight garden beauti park locat north taj mahal yamuna river,0,0,1,0,1,0,0,0,0,0.5
Agra,Agra Fort,much relax taj mahal peopl relax view taj nice architectur brilliant went part organ day tour delhi tourism well organ,0,0,1,0,1,0,0,0,0,0.9630000000000001
Agra,Agra Fort,worth everi penni usual reluct guid like stuff time made right decis engag guid occas harish guid charg reason fee end give agre english perfect brought place life ad pictur would fulli recommend guid fort must see agra choic visit red fort delhi agra driver recommend visit right place busi over crowd felt could spent time section caught interest view taj fort impress felt transport centuri ago stood burj shah jahan would spent die year incarcer white jewel embed wall stare taj window,0,0,1,0,1,0,0,0,0,0.96965
Agra,Agra Fort,worth visit see monkey surround wall vast complex build interest visit earli crowd heat,0,0,1,0,1,0,0,0,0,0.7997000000000001
Agra,Agra Fort,around everi corner someth els fascin could stay whole day wander around,0,0,1,0,1,0,0,0,0,0.5
Mussoorie,Kempty Falls,kempti fall realli adventur go buy rope way beauti upper part kempti fall transpar water small waterfal beauti view,1,0,1,0,0,0,0,0,0,0.5
Mussoorie,Lal Tibba,less visit spot mussoori probabl due access must visit place fresh cool air amaz view surround tall pine tree walk lal tibba certain high point mussoori trip,0,0,1,0,0,0,0,0,0,0.8453999999999999
Agra,Tomb of Itimad-ud-Daulah,amaz tower view direct overhead resembl lotus flower need helicopt see it,0,0,1,0,1,0,0,0,0,0.5
Agra,Mother Teresa's Missionaries of Charity,hello everyon help someon life definit come back pleas help mother teresa missionari,0,1,0,0,0,0,1,0,0,0.82985
Rishikesh,Lakshman Jhula,stay side river exact want rent bike follow river even beauti,0,0,1,0,1,0,0,0,0,0.5386
Agra,Tomb of Itimad-ud-Daulah,icon build first muslim monument built complet marbl immens use inlay work karan sachan walk tour help us understand gradual develop islam build india anoth love tour babi taj,0,0,0,0,1,0,0,0,0,0.89225
Rishikesh,The Beatles Ashram,inr enter ruin pretti much sure money goe overgrown abandon give spiritu feel guess though worth walk round isnt signpost hard find follow road right end,0,1,1,0,1,0,0,0,0,0.25270000000000004
Pushkar,Pushkar Lake,pushkar lake town alon reason enough pull rajasthan lake surround templ ghat read bank semi circular format side lake stand steep hillock small templ right top even treat experi aarti prayer especi renown pushkar came fair templ format around lake lit glow like necklac lake spiritu endow acquir promin hindu rite belief afterlif adjac lake brahma templ world brahma creator hindu belief moreov lake templ surround highlight market evolv year artefact design afford garment everyth includ cafe food stall attract simplic alcohol town pushkar visit place annual camel fair novemb,1,1,1,0,1,0,0,0,0,0.9568
Agra,Mehtab Bagh,place must visit perfect photographi taj mahal view simpli spectacular,0,0,1,0,1,0,0,0,0,0.7859499999999999
Agra,Agra Fort,nice place visit lot histori could even see taj mahal clean well kept,0,0,1,0,1,0,0,0,0,0.8825000000000001
Mussoorie,Kempty Falls,visit kempti fall usual part itinerari visit musssoori noth special sever better fall jot part countri facil amen noth great either visit extra time skip loss,0,0,1,0,0,0,0,0,0,0.9063
Mussoorie,Kempty Falls,kempti fall km far mussoori town natur water come jungl,1,0,1,0,0,0,0,0,0,0.5
Mussoorie,Kempty Falls,kind natur swim pool enjoy lot water u get swim costim tube etc pool locker avail cellphon thing guess topl place visit mussori,1,0,1,0,0,0,0,0,0,0.8825000000000001
Agra,Wildlife SOS,type open realli great aspir other anim happi citi enjoy jungl companion pleas kept spirit help anim,0,0,1,0,0,0,0,0,0,0.9467
Agra,New Nice Marble Art & Handicrafts,quaki fun place see marbl inlay made nice piec take home inform ancient equip artisan make marbl inlay,0,0,0,0,1,0,0,0,0,0.86345
Rishikesh,Ram Jhula,beauti delight amaz view offer wheeler kind bridg along tourist local well made ghat around bank gang night well lit look well well definit must visit rishikesh,0,0,1,0,1,0,0,0,0,0.96435
Agra,Tomb of Itimad-ud-Daulah,monument built mughal queen norjahan memori parent king jahagir wife rare black yellow marbl architectur floor brought day iran wine serv glass carv wall king jahagir lover wine spirit littl main tajmah area side river yamuna must visit well kept lawn great rare monument,0,0,0,0,1,0,0,0,0,0.9467
Agra,Tomb of Itimad-ud-Daulah,taj mahal grand awe inspir itimad ul daulah babj taj beauti mesmer,0,0,1,0,1,0,0,0,0,0.7294
Agra,Agra Fort,read histori book fort went realli great histor place wonder feel someth differ thank guid explain show right way understood fort nice insid great job,0,0,1,0,1,0,0,0,0,0.9630000000000001
Agra,Agra Fort,palac well fort formid outer wall find beauti privat area astonish level decor,0,0,1,0,1,0,0,0,0,0.6366
Agra,Mehtab Bagh,told beauti garden got fantast sunset view taj mahal garden main rose garden without singl flower flower bed flower empti unfortun overcast didnt even get sunset get beauti view backsid taj mahal perhap differ season rose bloom clear day would far better experi would consid must see limit time,0,0,1,0,1,0,0,0,0,0.83525
Agra,Agra Fort,took look street satisfi beauti view taj majal there,0,0,1,0,1,0,0,0,0,0.5
Agra,Tomb of Itimad-ud-Daulah,monument explain mughal era time shift construct style,0,0,1,0,1,0,0,0,0,0.5
Mussoorie,Lal Tibba,u get good view worth go place height near librari chowk u get view citi mountain,0,0,1,0,1,0,0,0,0,0.79295
Agra,Agra Fort,part famili delhi agra tour novemb visit agra fort way back visit tajmah,0,0,1,0,1,0,0,0,0,0.5
Mussoorie,Tibetan Buddhist Temple,tibetan monasteri situat clement town canton area huge tibetan stupa visibl mile insid stupa ia tibetan templ neat clean peac beauti big lawn around allow take eatabl small cafeteria tourist tourist attract dehradun spend hrs,0,1,1,0,1,0,0,0,0,0.9430000000000001
Agra,Mehtab Bagh,pay,0,0,1,0,1,0,0,0,0,0.44865
Agra,Jama Masjid (Agra),realli enjoy experi mosqu peac give part india muslim hindu live peac togeth realli like place,0,1,0,0,1,0,0,0,0,0.8453999999999999
Agra,Mehtab Bagh,definit worth visit give differ perspect amaz taj mahal garden calm peac good way relax enjoy taj away crowd,0,0,1,0,1,0,0,0,0,0.9521
Agra,Mother Teresa's Missionaries of Charity,place first time sad donat lot thing children nice peopl take care place god less them,0,0,1,0,1,0,0,0,0,0.8062
Mussoorie,Lal Tibba,place landour cantt feet sea level narrow circuit serpentin hill road lead place busi mussoori town start pictur palac mall road need expert driver reach find shop sell tea coffe cold drink tit bit shop roof put telescop pay rs per person see himalayan peak left right yamunotri gangotri mount kailash mansarovar kedarnath badrinath joshi math right dhanolti town cool breez welcom must see mussoori,0,0,1,0,0,0,0,0,0,0.625
Agra,Mother Teresa's Missionaries of Charity,uncondit love given without except provid home none could otherwis exist,0,0,1,0,1,0,0,0,0,0.81845
Pushkar,Brahma Temple,huge place pilgrimag expect someth grand even impress actual much opposit dirti bad maintain paint bad gourd colour disappoint histori legend behind interest build worth visit wont memor architectur compar templ visit,0,0,1,0,1,0,0,0,0,0.67
Agra,Agra Fort,nice fort see agra anyway fort,0,0,1,0,1,0,0,0,0,0.71075
Agra,Mehtab Bagh,mehtab bagh last stop organis guid tour agra fort babi taj here,0,0,1,0,1,0,0,0,0,0.352
Agra,Agra Fort,good experi club visit taj spend time delhi think red fort impress,0,0,1,0,1,0,0,0,0,0.85015
Agra,Agra Fort,beauti fort love view taj mahal sure wouldnt want miss view,0,0,1,0,1,0,0,0,0,0.8866
Agra,Jawab Masjid,jawab masjid anoth mughal era structur masjid ia beautiful mughal style architect agra tour decent came here,0,1,0,0,1,0,0,0,0,0.7997000000000001
Mussoorie,Kempty Falls,nice outing mussoru u shiuld pay visut prefer noon chair car installzd unnecessarili help peopl knee spine problem,0,0,1,0,1,0,0,0,0,0.67
Agra,Agra Fort,must visit place agra fill histori amaz monument big majest see taj look amaz beyond descript,0,0,1,0,1,0,0,0,0,0.5
Pushkar,Brahma Temple,bramha templ pushkar spritual holi place mani silver coin spread floor templ mandap god bramha statu attract,0,1,1,0,1,0,0,0,0,0.7787
Pushkar,Pushkar Lake,lake ghat good chill get live music peopl nice sun set well hester go side lake reli quit,1,1,1,0,1,0,0,0,0,0.88915
Agra,Wildlife SOS,littl way drive eleph sanctuari pull locat could see multipl eleph roam properti walk greet friend staff watch short film hardship poor anim endur realli eye open see cruelti peopl capabl wildlif sos help give eleph close normal life obvious care eleph seem happi got go walk eleph brought back stabl even opportun feed speak bear sanctuari time visit eleph hey done anim great believ worth time visit donat help out,0,0,1,0,0,0,1,0,0,0.96435
Agra,Dayal Bagh,visit dayal bagh last march still construct complet part awesom work stone look beauti visit u first time visitor agra find mental piec,0,0,1,0,1,0,0,0,0,0.5
Agra,Tomb of Itimad-ud-Daulah,realli impress would reccommend spend valuabl time visit monument,0,0,1,0,1,0,0,0,0,0.7202
Agra,Agra Fort,majest fort much older famous red fort delhi fact model delhi fort,0,0,1,0,1,0,0,0,0,0.5
Agra,Tomb of Itimad-ud-Daulah,nice build bank yamuna river call mini taj build marbel beauti,0,0,0,0,1,0,0,0,0,0.71075
Agra,Gurudwara Guru ka Tal,peac place reach feel relax must say evreytim go amaz differ expiri,0,1,1,0,1,0,0,0,0,0.7294
Agra,Agra Fort,great visit take tour guid read histori fort go worth architectur beauti ground well maintain definit must see,0,0,1,0,1,0,0,0,0,0.8982
Agra,Agra Fort,visit place late afternoon sunday henc huge crowd though get ticket issu look love outsid insid housekeep par clean though lot guid approach us wherea didnt feel hire visit whole place open view hour major fort occupi militari restrict visitor henc opportun lesser total fort visit,0,0,1,0,1,0,0,0,0,0.8825000000000001
Agra,Tomb of Itimad-ud-Daulah,tomb itimad ud daulah known babi taj beauti entri fee foreign rs mani peopl know place crowd take mani pictur made white marbl babi taj said inspir taj mahal babi taj tomb made mumtaz mahal grandpar,0,0,0,0,1,0,0,0,0,0.5
Agra,Mehtab Bagh,want get killer shot sunset realli wrong place quit disappoint still worth night visit romant,0,0,1,0,1,0,0,0,0,0.08200000000000002
Agra,Mehtab Bagh,pay roepi walk poor kept park bare flower fenc everywher around archeolog work make difficult reach reason come magnific view taj mahal,0,0,1,0,1,0,0,0,0,0.30910000000000004
Rishikesh,Lakshman Jhula,enjoy love peopl movement jhula,0,0,1,0,0,0,0,0,0,0.9063
Rishikesh,Triveni Ghat,nice place manag well see peopl throw ploybag ganga even get away cloth ganga better place basic manag place,0,0,1,0,1,0,0,0,0,0.88915
Agra,Agra Fort,place experi mughal luxuri life live seen bath tub jehangir place entri jehangir place make sure take guid spend penni know fact certain add differ flavour visit,0,0,1,0,1,0,0,0,0,0.76335
Pushkar,Pushkar Lake,happi visit lake tour group visit earli even nice peac mani peopl good guid,1,1,1,0,1,0,0,0,0,0.8453999999999999
Agra,Agra Fort,time get far view taj mahal visit taj,0,0,1,0,1,0,0,0,0,0.5
Rishikesh,Triveni Ghat,better ganga aarti haridwar peac atmospher crowd seen opposit ghat near yoga niketan sunset beauti water good,0,1,0,0,1,0,0,0,0,0.85015
Pushkar,Brahma Temple,enter templ deepli signific hindu site strict entri protocol shoe camera phone ect strict enforc,0,1,1,0,1,0,0,0,0,0.5
Agra,Agra Fort,necessari pay admiss fort see enter instead guid took us around outsid tour pretti go earli day unbear hot,0,0,1,0,1,0,0,0,0,0.44865
Pushkar,Brahma Temple,templ dedic brahma india import pilgrimag mani entranc rigor check big bag allow either short visit great interest architectur,0,1,1,0,1,0,0,0,0,0.9200999999999999
Agra,Agra Fort,alovli way spend afternoon viit taj morn steep histori atmospher,0,0,1,0,1,0,0,0,0,0.5
Rishikesh,Triveni Ghat,love visit aarti excel view river mountain templ around flower shop croud high feel relax even aarti nice,0,1,1,0,1,0,0,0,0,0.95845
Agra,Agra Fort,bank river yamuna agra india opposit famous taj mahal old seat mugh empir india agra fort visit fort almost everi time visit agra masterpiec architectur workmanship red sandston stone avail plenti area like visit fort morn even hour difficult go around sunni day,0,0,1,0,1,0,0,0,0,0.5
Agra,Anguri Bagh,though would great view thank author mainten grass fountain work pleas someth great place,0,0,1,0,0,0,0,0,0,0.9467
Agra,Agra Fort,majest fort much older famous red fort delhi fact model delhi fort,0,0,1,0,1,0,0,0,0,0.5
Agra,Agra Fort,neat clean fort well maintain tourist guid avail negoti cost ticket avail entranc take around hour fort great place pictur,0,0,1,0,1,0,0,0,0,0.94895
Agra,Jama Masjid (Agra),masjid mughal king offer prayer everi friday capit agra masjid still popular friday prayer,0,1,0,0,1,0,0,0,0,0.71075
Rishikesh,Neer Garh Waterfall,waterfal locat distanc kilometr lakshman jhula place rejuven relax need trek visit easi trek natur beauti place surround mesmer feel peac calm,0,0,1,0,0,0,0,0,0,0.81845
Rishikesh,The Beatles Ashram,must see place rishikesh ither great powerful energi go visit old ashram day night time stay yoga medit alon friend weird magic experi,0,1,1,0,1,0,0,0,0,0.9277500000000001
Agra,Agra Fort,impress thought would be,0,0,1,0,1,0,0,0,0,0.7202
Agra,Sheesh Mahal,feast eye well worth visit stun place,0,0,0,0,1,0,0,0,0,0.7294
Agra,Agra Fort,unfortunat visit spoil stench moat cambodaisn manag ankor wat indian sort fabric build view quit wonder sun set almost glow red stonework,0,0,1,0,1,0,0,0,0,0.24469999999999997
Mussoorie,Kempty Falls,feel like travel concret waterfal surround shop around dump garbag proper stink quit place natur beauti kempti fall lost complet time,1,0,1,0,0,0,0,0,0,0.18755
Agra,Mehtab Bagh,pay roepi walk poor kept park bare flower fenc everywher around archeolog work make difficult reach reason come magnific view taj mahal,0,0,1,0,1,0,0,0,0,0.30910000000000004
Agra,Tomb of Itimad-ud-Daulah,beauti general miss place everyon goe taj impress taj mahal beauti interest,0,0,1,0,1,0,0,0,0,0.8243
Agra,Tomb of Itimad-ud-Daulah,marvel place much less crowd taj mahal red fort well maintain differ taj mahal carv pietradura breathtak,0,0,1,0,1,0,0,0,0,0.7997000000000001
Agra,Diwan-i-Am Agra Fort,anoth section agra fort,0,0,1,0,1,0,0,0,0,0.5
Agra,Tomb of Itimad-ud-Daulah,tomb itimad ud daulah known babi taj beauti entri fee foreign rs mani peopl know place crowd take mani pictur made white marbl babi taj said inspir taj mahal babi taj tomb made mumtaz mahal grandpar,0,0,0,0,1,0,0,0,0,0.5
Pushkar,Brahma Temple,brahma templ world pushkar everyon visit pushkar must visit brahma templ beauti religi belief close pushkar lake,0,1,1,0,1,0,0,0,0,0.5
Pushkar,Pushkar Lake,everyth pushkar revolv around lake beauti peac histor signific even arti beauti must visit good cafe restaur situat near it,0,1,1,0,1,0,0,0,0,0.7202
Rishikesh,Ram Jhula,jhula provid amaz connect swargashram rishikesh haridwar highway use bike car,0,0,1,0,1,0,0,0,0,0.5
Agra,Agra Fort,taken mr ram wonder guid trinetra tour annurag massiv fort big beast even see surfac area eleg build insid reflect interest synthesi hindu central asian architectur style built emperor akbar maze courtyard mosqu privat chamber fort echo stori mughal empir word lose inspir time wrote th report indian trip quick mb synopsi go earli travel late march onward get hot take water good guid bob uncl,0,0,1,0,1,0,0,0,0,0.74695
Mussoorie,Lal Tibba,absolut stun view snow cap peak himalaya went back second time trip catch sunset view high recommend,0,0,1,0,1,0,0,0,0,0.6806
Agra,Agra Fort,outsid look small bore start walk courtyard like kind tardi must courtyard behind guid knowledg made tour interest would high recommend visit here,0,0,1,0,1,0,0,0,0,0.9277500000000001
Agra,Kalakriti Cultural & Convention Center,bollywood style display histori taj mahal great recommend tour escort rajeev butalia,0,0,1,0,1,0,0,0,0,0.8825000000000001
Mussoorie,Kempty Falls,filthi much crowd garbag traffic horrend would never recommend place anyon,0,0,1,0,1,0,0,0,0,0.36224999999999996
Agra,Agra Fort,arriv friday know taj close went fort pleasant surpris absolut worth long visit right impress palac,0,0,1,0,1,0,0,0,0,0.8982
Agra,Agra Fort,enjoy walk around fort speak peopl fort huge amaz,0,0,1,0,1,0,0,0,0,0.83525
Agra,Agra Fort,size fort n height wall make u speachless entranc histori mogul worth listen guid must architectur fort outstand era even bit mistak n precis construct worth note second attract that must agra taj mahal,0,0,1,0,1,0,0,0,0,0.8243
Mussoorie,Kempty Falls,need go quit bit see fall mean need climb well return,0,0,1,0,0,0,0,0,0,0.6366
Agra,Mehtab Bagh,view taj would complet cross river yamuna look mehtab bagh spacious garden,0,0,1,0,1,0,0,0,0,0.5
Agra,Tomb of Itimad-ud-Daulah,love attract lot less visitor obvious overlook taj beauti must visit,0,0,1,0,1,0,0,0,0,0.88585
Agra,Agra Fort,agra fort well maintain nice far old fort go standard delhi agra rajasthan swing probabl see lot fort alreadi seen red fort much differ limit time budget definit spend time agra taj mahal instead time nice second attract visit architectur detail impress though compar taj,0,0,1,0,1,0,0,0,0,0.9511000000000001
Agra,Agra Fort,must see visit agra hot day visit hard appreci fulli,0,0,1,0,1,0,0,0,0,0.44865
Agra,Agra Fort,fort like mani fort includ red fort great monument peopl world come ador architectur build salut worker construct us enjoy,0,0,1,0,1,0,0,0,0,0.93445
Agra,Agra Fort,histor fact sh h jah n th generat emperor confin third son rob import dream third son agra fort huge build cover singl walk guid quit help tell us stori behind structur room insid agra fort,0,0,1,0,1,0,0,0,0,0.67
Rishikesh,Lakshman Jhula,pleas visit jhula ram jhula clean big better laxman jhula laxman jhula congest visit onc,0,0,1,0,1,0,0,0,0,0.8404
Agra,Tomb of Itimad-ud-Daulah,im sure travel agra make beelin taj mahal visit agra give itimad ud daulah go crimin monument exquisit delic beauti charm certain manner exceed taj pietra dura work marvel look especi nich fish flower vase walk around red sandston gate monument see fine marbl inlay work depict flower vase wine jar goblet side work particular pretti southern gate yamuna western side monument filthi catch egret daintili go busi water,0,0,0,0,1,0,0,0,0,0.9329000000000001
Rishikesh,Lakshman Jhula,care movin wheeler anim like cow monkey snatch food dont carri even ur bag,0,0,1,0,0,0,0,0,0,0.8453999999999999
Rishikesh,The Beatles Ashram,bit hike town worth effort,0,0,1,0,1,0,0,0,0,0.61315
Agra,Agra Fort,great properti walk rampart never fail goosebump tri avoid use guid booklet avail inform,0,0,1,0,1,0,0,0,0,0.8478
Agra,Agra Fort,book privat car see taj mahal wasnt disappoint decor love easi see live monument rather shrine superb view back taj worth visit,0,0,1,0,1,0,0,0,0,0.7989999999999999
Agra,Tomb of Itimad-ud-Daulah,good place see agra friend famili full adventur thrill,0,0,1,0,1,0,0,0,0,0.91125
Rishikesh,Ram Jhula,amaz feel around ganga listen sound river silenc feel happi see jhoola dont forget food fish,0,0,1,0,1,0,0,0,0,0.58475
Mussoorie,Bhatta Falls,waterfal beauti sight though think author better maintain place bath waterfal chang room problem deal must enjoy get drench waterfal nice experi,1,0,1,0,0,0,0,0,0,0.86755
Agra,Agra Fort,great taj mahal get bit histori understand stori behind taj mahal famili good guid feel free wander around take view agra,0,0,1,0,1,0,0,0,0,0.9417
Agra,Agra Fort,guid attract felt money well spent well worth visit take bottl water though littl walk top,0,0,1,0,1,0,0,0,0,0.9063
Agra,Agra Fort,guid good essenti ie guid tell us opul room view recept area king vip visitor guid next sprout bedroom see bath area hmmmm,0,0,1,0,1,0,0,0,0,0.86755
Agra,Agra Fort,lot area cover walk visit picturesqu place good know fact king queen stay here,0,0,1,0,1,0,0,0,0,0.7202
Rishikesh,Ram Jhula,anoth river cross busi tourist local motorcycl interest view good place selfi,0,0,1,0,1,0,0,0,0,0.8548
Rishikesh,Triveni Ghat,ganga aarti rishikesh experi miss magic famous aarti varanasi surround clean rishikesh,0,1,0,0,1,0,0,0,0,0.6366
Rishikesh,Neer Garh Waterfall,long dusti journey get worth enjoy dip clear natur waterfal pool chai sit water cafe,1,0,1,0,0,0,0,0,0,0.88585
Agra,Agra Fort,visit agra citi start fort awesom architectur fabul histori splendid view marvel time spent feel like king step overal great place good view taj mahal,0,0,1,0,1,0,0,0,0,0.9721
Mussoorie,Lal Tibba,highest point citi offer great view entir town tri walk top cabl rope way option avail,0,0,1,0,0,0,0,0,0,0.8548
Rishikesh,Triveni Ghat,memor even week trek himalaya region india ceremoni along river music chant candelabra offer river beauti peac moment share amongst hindus foreign treat well peopl happi see us particip ceremoni,0,1,1,0,1,0,0,0,0,0.8592
Agra,Agra Fort,suspect thus place would better known anoth build town impress fort use varieti purpos year spent pleasant minut wander round arriv short open time heat issu,0,0,1,0,1,0,0,0,0,0.89225
Agra,Agra Fort,visit red fort delhi impress even though pretti sad state affair much better preserv quit stun,0,0,1,0,1,0,0,0,0,0.70095
Rishikesh,Lakshman Jhula,stay tapovan walk distanc laxman jhula panchakarma maharishi ayurveda enjoy eas walk took get use street etiquett walk left side let cow whatev want ear plug honk walk enjoy,0,0,1,0,0,0,0,0,0,0.88585
